onset	duration	person	FG	kind	prosody	sentence_grammar	text	commentary
129.343	2.12	FORREST (V.O.)	1	speech	regular	HS	Wir waren wieder wie Pech und Schwefel.	
131.903	1.68	ERZAEHLER	1	speech	regular	HS	Sie sitzen nebeneinander auf der Eiche.	
133.823	3.32	FORREST (V.O.)	1	speech	regular	AND	Jeden Tag hab' ich schöne Blumen gepflückt und sie in ihr Zimmer gestellt.	
137.223	1.92	ERZAEHLER	1	speech	regular	HS	Melancholisch betrachtet Jenny die Rosen.	
139.623	3.0	FORREST (V.O.)	1	speech	regular	HS;NS	Und sie machte mir das schönste Geschenk, das man sich vorstellen kann.	
142.143	0.84	FORREST	0	speech	regular	none	Neue Schuhe	
143.423	1.44	JENNY	1	speech	regular	HS	Das sind Spezialschuhe für Läufer.	
145.023	2.2	ERZAEHLER	1	speech	regular	HS;NS	Die Nike-Schuhe, die er auf der Wartebank trägt. 	
147.583	1.72	ERZAEHLER	1	speech	regular	HS	Durch strömenden Regen fällt der Blick auf die beiden hinter einem Fenster.	
150.463	2.2	FORREST (V.O.)	1	speech	regular	HS	Sie hat mir sogar das Tanzen beigebracht.	
153.223	1.72	ERZAEHLER	1	speech	regular	HS	Jenny dreht sich unter seinem Arm durch.	
155.223	2.68	ERZAEHLER	1	speech	regular	AND	Forrest wippt auf der Stelle und schwingt ausgelassen die Arme.	
161.463	0.32	FORREST (V.O.)	1	speech	regular	none	Ja	
162.263	1.84	FORREST (V.O.)	1	speech	regular	HS	Wir waren wie eine Familie.	
164.543	1.04	FORREST (V.O.)	1	speech	regular;addendum	none	Jenny und ich	
166.663	0.76	ERZAEHLER	1	speech	regular	none	Abends am Fluss	
167.543	1.16	ERZAEHLER	1	speech	regular	HS	Sie legt den Arm um ihn.	
168.903	2.32	FORREST (V.O.)	1	speech	regular	HS	Das war die glücklichste Zeit in meinem Leben.	
172.463	2.88	ERZAEHLER	1	speech	regular	HS	Auf dem Wasser spiegeln sich zerplatzende Feuerwerksraketen. 	
175.543	2.48	ERZAEHLER	1	speech	regular	HS	Am Himmel sprühen sie wie bunte Blüten auseinander.	
180.503	0.8	ERZAEHLER	1	speech	regular	none	Im Fernseher	
181.463	2.72	ERZAEHLER	1	speech	regular	HS	Auch über der Freiheitsstatue explodieren Raketen.	
184.463	1.72	ERZAEHLER	1	speech	regular	HS	Jenny sitzt grübelnd vor dem Gerät. 	
186.463	3.4	ERZAEHLER	1	speech	regular	AND	Forrest hockt mit einer Limo auf der Fensterbank und beobachtet sie.	
190.423	5.72	ANNOUNCER	0	broadcast	regular	HS	An diesem vierten Juli findet eines der größten Feuerwerke statt anlässlich der 200-Jahr Feier unserer Nation.	
195.223	0.96	JENNY	1	speech	asking	question	Hast du genug gesehen?	
196.183	6.24	ANNOUNCER	1	broadcast	regular	HS;NS	Ich stehe im Hafen von New York, wo wir vorher die erleuchteten Schiffe gesehen haben hinter die Freiheits...	###setting###
197.463	0.32	FORREST	1	non	regular	none	mhm	
198.143	0.92	JENNY	1	speech	regular	HS	Ich geh jetzt ins Bett.	
199.983	1.88	ERZAEHLER	1	speech	regular	AND	Sie küsst ihn auf die Schläfe und schaltet aus.	
202.783	1.0	ERZAEHLER	1	speech	regular	HS	Forrest sieht ihr nach.	
204.063	1.56	ERZAEHLER	1	speech	regular	HS	Entschlossen stellt er seine Cola ab.	
206.823	1.28	ERZAEHLER	1	speech	regular	HS	Jenny steigt die Treppe hoch.	
208.263	1.4	ERZAEHLER	1	speech	regular	HS	Unten kommt Forrest in den Flur.	
209.903	1.0	FORREST	1	speech	asking	question	Willst du mich heiraten?	
211.743	1.8	ERZAEHLER	1	speech	regular	HS	Jenny dreht sich ernst zu ihm um.	
216.463	1.44	FORREST	1	speech	regular	HS	Ich wäre dir ein guter Mann.	
218.223	0.48	FORREST	1	speech	regular	address	Jenny	
221.623	0.64	JENNY	1	speech	regular	HS	Das wärst du.	
222.303	0.6	JENNY	1	speech	regular	address	Forrest	
225.503	1.76	FORREST	1	speech	regular	HS	Aber du willst mich nicht heiraten.	
229.743	1.48	JENNY	1	speech	regular	HS	Du willst mich doch gar nicht heiraten.	
235.503	1.2	FORREST	1	speech	asking	question	Wieso liebst du mich nicht?	
236.743	0.48	FORREST	1	speech	regular	address	Jenny	
242.543	1.56	FORREST	1	speech	regular	HS	Ich bin kein kluger Mann.	
246.103	1.8	FORREST	1	speech	regular	HS;NS	Aber ich weiß, was Liebe ist.	
247.983	2.12	ERZAEHLER	1	speech	regular	HS	Forrest geht durch die Fliegengittertür nach draußen.	
253.823	3.36	ERZAEHLER	1	speech	regular	AND	Auf der Veranda stemmt er die Hände in die Hüften und bleibt abgewandt stehen.	
258.103	1.12	ERZAEHLER	1	speech	regular	HS	Jenny geht nach oben.	
260.783	2.12	ERZAEHLER	1	speech	regular	none	Das dunkle Haus im strömenden Regen	
267.663	1.04	ERZAEHLER	1	speech	regular	HS	Forrest liegt im Bett.	
269.223	2.32	ERZAEHLER	1	speech	regular	HS	Draußen geht Jenny im Nachthemd am Fenster vorbei.	
271.903	0.92	ERZAEHLER	1	speech	regular	HS	Er öffnet die Augen.	
275.823	2.2	ERZAEHLER	1	speech	regular	AND	Jenny bleibt an der Tür stehen und sieht ihn an.	
278.703	1.48	ERZAEHLER	1	speech	regular	HS	Forrest richtet sich etwas auf.	
280.903	1.24	ERZAEHLER	1	speech	regular	HS	Sie schlüpft unter seine Decke...	
284.023	0.68	FORREST	1	speech	regular	address	Jenny	
285.063	1.08	ERZAEHLER	1	speech	regular;addendum	HS	...und legt sich auf ihn.	
287.143	0.8	JENNY	1	speech	regular	address	Forrest	
287.983	1.16	JENNY	1	speech	regular	HS	Ich liebe dich doch.	
289.703	1.56	ERZAEHLER	1	speech	regular	HS	Sie gibt ihm einen Kuss auf den Mund.	
294.783	1.4	ERZAEHLER	1	speech	regular	HS	Die beiden küssen sich innig.	
296.623	1.68	ERZAEHLER	1	speech	regular	HS	Zaghaft hebt Forrest die Hände.	
299.343	1.52	ERZAEHLER	1	speech	regular	HS	Und schließt Jenny in seine Arme.	
308.823	2.08	ERZAEHLER	1	speech	regular	HS	Durch eine Gardine fällt der Blick auf das Bett.	
311.223	1.52	ERZAEHLER	1	speech	regular	HS	Jenny zieht ihr Nachthemd aus.	
313.943	1.2	ERZAEHLER	1	speech	regular	HS	Forrest umarmt sie wieder.	
315.223	1.16	ERZAEHLER	1	speech	regular	HS	Die beiden küssen sich weiter.	
319.743	0.56	ERZAEHLER	1	speech	regular	HS	Es ist hell.	
321.463	0.76	ERZAEHLER	1	speech	regular	none	Vor dem Haus	
324.343	3.16	ERZAEHLER	1	speech	regular	HS	In Rock und Bluse kommt Jenny mit ihrer Umhängetasche auf die Veranda.	
328.023	1.8	ERZAEHLER	1	speech	regular	HS	Sie eilt über den Rasen zu einem Taxi.	
334.903	1.68	ERZAEHLER	1	speech	regular	HS	Der Fahrer hält ihr die Fondtür auf.	
340.503	1.52	CAB DRIVER	1	speech	asking	question	Wovor laufen sie denn weg?	
343.063	1.0	JENNY	1	speech	regular	HS	Ich lauf doch gar nich.	
347.943	2.24	ERZAEHLER	1	speech	regular	none	Aus einem Fenster im oberen Stock des Hauses	
350.343	1.4	ERZAEHLER	1	speech	regular	HS	Unten fährt das Taxi davon.	
357.383	1.64	ERZAEHLER	1	speech	regular	HS	Forrest liegt schlafend im Bett.	
359.343	2.16	ERZAEHLER	1	speech	regular	HS	Seine nackten Schultern gucken unter der Decke hervor.	
364.463	5.44	ERZAEHLER	1	speech	regular	HS	Auf einer Kommode liegt neben Forrests Tischtennisschläger seine goldene Tapferkeitsmedaille am blauen Band.	
370.623	4.88	ERZAEHLER	1	speech	regular	AND	Forrest steht im Morgenmantel mit einem Glas Milch in der Zimmertür und betrachtet die Medaille ernst.	
377.903	2.16	ERZAEHLER	1	speech	regular	HS	In Jennys Zimmer ist das Bett unberührt.	
380.303	2.12	ERZAEHLER	1	speech	regular	AND	Forrest steht in der Tür und starrt darauf.	
386.383	2.76	ERZAEHLER	1	speech	regular	HS	Er sitzt im Wohnzimmer kerzengerade auf der Fensterbank.	
394.503	3.12	ERZAEHLER	1	speech	regular	HS	Auf der Veranda sitzt Forrest reglos in einem Schaukelstuhl.	
397.863	2.12	ERZAEHLER	1	speech	regular	AND	Er hat seine Laufschuhe an und sieht vor sich hin.	
400.663	111.2	OST	0	song	instrumental			
407.823	3.12	ERZAEHLER	1	speech	regular	HS	Forrest setzt sein rotes 'Bubba Gump Shrimp'-Käppi auf...	
413.903	0.72	ERZAEHLER	1	speech	regular;addendum	HS	... und steht auf.	
418.503	1.24	ERZAEHLER	1	speech	regular	HS	Er steigt von der Veranda.	
421.543	1.84	ERZAEHLER	1	speech	regular	HS	Auf dem Rasen beginnt er zu laufen.	
424.223	0.64	ERZAEHLER	1	speech	regular	HS	Wird schneller	
425.823	1.48	ERZAEHLER	1	speech	regular	HS	Und rennt die Zufahrt entlang.	
431.183	0.88	FORREST (V.O.)	1	speech	regular	incomplete	An dem Tag,...	
432.423	3.72	FORREST (V.O.)	1	speech	regular	NS;completion	...ohne irgendeinen besonderen Grund, beschloss ich ein wenig zu laufen.	
436.823	4.16	FORREST (V.O.)	1	speech	regular	AND	Ich lief bis zum Ende der Straße und als ich da ankam dachte ich:	
441.303	2.8	FORREST (V.O.)	1	speech	regular	HS	Vielleicht kann ich auch bis zum Ende der Stadt laufen.	direkte Rede
444.263	3.84	NEWSCASTER	0	broadcast	regular	AND	erlitt Präsident Carter einen Hitzschlag und viel in die Arme seines Sichterheitsbeamten.	
446.463	2.12	FORREST (V.O.)	1	speech	regular	###	und als ich da ankam, dachte ich:	
448.943	2.92	FORREST (V.O.)	1	speech	regular	HS	Ich kann ja vielleicht mal quer durch Greenbow County laufen.	direkte Rede
451.983	2.6	FORREST (V.O.)	1	speech	regular	HS	Und als ich merkte, dass ich so weit gekommen war dachte ich:	
454.623	2.76	FORREST (V.O.)	1	speech	regular	HS	Ich kann vielleicht auch durch den schönen Staat Alabama laufen.	direkte Rede
457.543	1.32	ERZAEHLER	1	speech	regular	HS	Forrest kommt nach Mississippi.	
458.983	1.12	FORREST (V.O.)	1	speech	regular	HS	Das hab' ich dann gemacht.	
460.063	1.64	FORREST (V.O.)	1	speech	regular	HS	Ich lief quer durch Alabama.	
462.143	0.8	ERZAEHLER	1	speech	regular	none	Auf der Wartebank	
463.463	1.84	FORREST (V.O.)	1	speech	regular	HS	Ohne irgendeinen besonderen Grund lief ich weiter.	
467.503	1.44	FORREST (V.O.)	1	speech	regular	###	So lange, bis ich den Ozean sah.	
469.183	3.4	ERZAEHLER	1	speech	regular	HS	In Santa Monica läuft Forrest auf dem Pier bis zum Geländer am Ende.	
472.743	2.0	ERZAEHLER	1	speech	regular	HS	Er hat etwas längere Haare und einen Vollbart.	
475.063	1.68	FORREST (V.O.)	1	speech	regular	###	Und als ich dort angekommen war, dachte ich:	
476.783	3.56	FORREST (V.O.)	1	speech	regular	###	Wenn ich schon so weit gekommen bin, kann ich auch wieder Kehrt machen und einfach weiterlaufen.	direkte Rede
481.343	2.4	ERZAEHLER	1	speech	regular	HS	Forrest erreicht einen kleinen Leuchtturm am Atlantik.	
484.903	0.64	FORREST (V.O.)	1	speech	regular	HS	Dann kam ich...	
486.063	1.48	FORREST (V.O.)	1	speech	regular	HS	...kam ich zu einem anderen Ozean.	
488.263	0.68	FORREST (V.O.)	1	speech	regular	HS	Und da dachte ich:	
488.983	1.36	FORREST (V.O.)	1	speech	regular	###	Wenn ich schon so weit gekommen bin,...	direkte Rede
491.023	1.92	FORREST (V.O.)	1	speech	regular	###	...kann ich doch einfach Kehrt machen und weiterlaufen.	
495.223	1.68	FORREST (V.O.)	1	speech	regular	###	Wenn ich müde wurde, dann schlief ich.	
497.623	1.72	FORREST (V.O.)	1	speech	regular	###	Wenn ich Hunger kriegte, dann aß ich.	
500.103	0.52	FORREST (V.O.)	1	speech	regular	###	Und wenn ich mal...	
501.263	0.84	ERZAEHLER	1	speech	regular	none	Auf der Wartebank	
502.543	0.56	FORREST (V.O.)	1	speech	regular	HS	Sie wissen schon	
503.303	0.88	ERZAEHLER	1	speech	regular	HS	Er sieht die Frau an.	
504.663	0.52	FORREST (V.O.)	1	speech	regular	###	dann ging ich.	
505.743	0.56	ELDERLY WOMAN	1	speech	regular	none	Also	
506.663	2.16	ELDERLY WOMAN	1	speech	asking	question	Sie sind die ganze Zeit gelaufen?	
510.383	0.4	FORREST	1	speech	regular	none	Ja	
511.543	221.68	JACKSON BROWNE	0	song	regular	foreign	“Running On Empty”	
514.823	1.64	ERZAEHLER	1	speech	regular	HS	Forrest läuft an einem Fluss entlang.	
516.743	2.44	ERZAEHLER	1	speech	regular	HS	Unter seinem Käppi lugt sein nackenlanges Haar hervor.	
519.983	3.84	ERZAEHLER	1	speech	regular	HS	Zwischen reifen Weizenfeldern läuft er auf einer einsamen schnurgeraden Straße.	
524.863	2.76	ERZAEHLER	1	speech	regular	HS	Auf einer Feldsteinbrücke überquert er einen klaren Fluss.	
528.103	2.56	ERZAEHLER	1	speech	regular	none	Im Hintergrund schneebedeckte Gipfel der Rocky Mountains.	
535.823	3.12	ERZAEHLER	1	speech	regular	HS	In kurzer Hose läuft er mit fast schulterlangem Haar auf einer Landstraße. 	
539.943	2.6	ERZAEHLER	1	speech	regular	HS	Forrest kommt in gleichbleibendem Tempo an einem Wald vorbei.	
542.743	2.24	ERZAEHLER	1	speech	regular	HS	Das Laub leuchtet gelb, orange und rot.	
545.223	0.4	FORREST (V.O.)	1	speech	regular	incomplete	Aber ich...	
546.303	1.8	FORREST (V.O.)	1	speech	regular;addendum	completion	...ich habe auch sehr viel an Mama gedacht.	
548.983	0.68	FORREST (V.O.)	1	speech	regular;addendum	none	...und an Bubba,	
550.263	1.36	FORREST (V.O.)	1	speech	regular;addendum	none	...an Lt. Dan, aber...	
552.543	2.04	FORREST (V.O.)	1	speech	regular;addendum	HS	...die meiste Zeit dachte ich doch an Jenny.	
555.583	1.28	FORREST (V.O.)	1	speech	regular	HS	Ich hab' sehr oft an sie gedacht.	
557.063	1.2	ERZAEHLER	1	speech	regular	none	In Greenbow beim Friseur	
558.503	5.92	NEWSCASTER	1	broadcast	regular	HS	Seit mehr als zwei Jahren macht nun ein Mann names Forrest Gump, ein Gärtner aus Greenbow Alabama, nur zum schlafen halt.	
564.463	1.72	NEWSCASTER	1	broadcast	regular	HS	Er läuft quer durch ganz Amerika.	
566.623	1.32	NEWSCASTER	1	broadcast	regular	HS	Hier ist unser Bericht von...	
566.623	2.24	NEWSCASTER	1	broadcast	regular	HS	Hier ist unser Bericht von Charles Cooper.	###movie only###
567.983	1.52	ERZAEHLER	1	speech	regular	HS	Jenny bedient in einem Restaurant.	
569.623	7.4	NEWSMAN	1	broadcast	regular	HS	Zum vierten mal auf seinem Weg durch Amerika will Forrest Gump, ein Gärtner aus Greenbow Alabama im heutigen Tag den Mississippi überqueren.	
578.303	1.16	JENNY	1	exclamation	regular	HS	Ich werd verrückt.	
579.103	0.32	NEWSMAN	0	broadcast	regular	address	Sir	
579.463	0.92	NEWSMAN	0	broadcast	asking	question	Warum laufen sie?	
579.423	0.76	JENNY	1	exclamation	regular	none	Forrest	
580.423	1.12	1ST REPORTER	1	speech	asking	question	Wieso laufen sie?	
581.543	1.68	2ND REPORTER	1	speech	asking	question	Laufen Sie für den Weltfrieden?	
583.263	1.36	REPORTER X	1	speech	asking	question	Laufen Sie für die Obdachlosen?	
584.583	1.68	3RD REPORTER	1	speech	asking	question	Laufen Sie für die Rechte der Frauen?	
586.303	1.0	NEWSMAN	1	speech	asking	none	Oder für die Umwelt	
587.383	0.96	REPORTER	1	speech	asking	none	Oder für die Tierwelt	
588.343	4.08	FORREST (V.O.)	1	speech	regular	HS;NS	Sie konnten nicht fassen, dass jemand läuft und läuft, ohne irgendeinen besonderen Grund.	
592.823	1.32	ERZAEHLER	1	speech	regular	HS	Die Reporter müssen mitlaufen.	
594.663	1.76	FORREST	1	speech	regular	HS	Ich hatte einfach Lust zu laufen.	
597.103	1.44	FORREST	1	speech	regular	HS	Ich hatte einfach Lust zu laufen.	
598.543	0.64	ERZAEHLER	1	speech	regular	none	In einem Ort	
599.223	0.64	ERZAEHLER	1	speech	regular	none	Ein junger Mann	
599.823	0.52	YOUNG MAN	1	speech	asking	question	Sie sinds?	
600.583	1.04	ERZAEHLER	1	speech	regular;addendum	HS	Hängt sich an seine Fersen.	
601.663	1.48	YOUNG MAN	1	speech	regular	HS;HS	Ich kanns kaum fassen, sie sinds wirklich.	
603.503	0.48	FORREST	1	speech	regular	incomplete	Und dann,...	
604.703	3.92	FORREST	1	speech	regular;addendum	HS	Ohne irgendeinen Grund, gab es Leute, die sahen einen Sinn in dem, was ich tat.	
608.703	1.76	YOUNG MAN	1	speech	regular	###	Es war als wäre mir plötzlich ein Licht aufgegangen.	
610.623	0.64	YOUNG MAN	1	speech	regular	HS	Ich sagte mir:	
611.303	1.6	YOUNG MAN	1	speech	regular	HS	Der Mann hat seine 5 Sinne beieinander.	direkte Rede
612.983	1.48	YOUNG MAN	1	speech	regular	none;NS	Endlich jemand, der weiß wos lang geht.	direkte Rede
614.543	1.64	YOUNG MAN	1	speech	regular	none;NS	Endlich jemand, der die Antwort kennt.	direkte Rede
616.223	2.08	YOUNG MAN	1	speech	regular	HS;address	Ich folge ihnen überall hin, Mr. Gump.	
618.703	1.48	FORREST (V.O.)	1	speech	regular	HS	Und dann hatte ich Gesellschaft.	
620.223	1.72	ERZAEHLER	1	speech	regular	HS	Mit Abstand folgen ihm fünf Leute.	
622.103	2.08	FORREST (V.O.)	1	speech	regular	HS	Kurze Zeit später hatte ich noch mehr Gesellschaft.	
625.343	1.64	FORREST (V.O.)	1	speech	regular	HS	Und dann kamen noch mehr Leute dazu.	
627.223	2.44	ERZAEHLER	1	speech	regular	HS	In der Wüste trabt eine lange Läuferschlange hinter ihm her.	
629.863	3.16	FORREST (V.O.)	1	speech	regular	HS;NS	Später hat mir jemand erzählt, es hätte den Menschen Hoffnung gegeben.	
634.983	0.48	FORREST	1	speech	regular	none	Naja	
636.463	1.68	FORREST	1	speech	regular	HS	Naja ich versteh nichts davon, aber...	
638.863	2.44	FORREST (V.O.)	1	speech	regular	HS;NS	...manche Leute haben mich gefragt, ob ich ihnen helfen könnte.	
641.463	0.64	AGING HIPPIE	1	speech	regular	address	Hey, Mann	
642.623	2.12	AGING HIPPIE	1	speech	regular	address;HS;NS	Hey, Ich wollte dich mal fragen, ob du mir helfen kannst.	
644.783	1.56	AGING HIPPIE	1	speech	asking	question	Ich mach Autoaufkleber, weißt du?	
646.503	1.68	AGING HIPPIE	1	speech	regular	HS	Und mir fehlt 'n guter neuer Slogan.	
648.343	8.52	AGING HIPPIE	1	speech	regular	complex	Und wo du doch so 'ne super Inspiration für die Menschen hier bist, dachte ich, dir fällt vielleicht was gutes ein für, whoa, Mann, du bist gerade durch nen riesen Haufen Hundescheisse gelaufen.	
658.383	1.0	FORREST	1	speech	regular	HS	Das passiert.	
660.143	1.0	AGING HIPPIE	1	speech	asking	none	Was, Scheisse	
662.503	0.64	FORREST	1	speech	regular	none	Manchmal	
663.623	1.56	ERZAEHLER	1	speech	regular	HS	Der Mann bleibt nachdenklich stehen.	
665.583	5.04	FORREST (V.O.)	1	speech	regular	HS;NS	Ein paar Jahre später habe ich gehört, dass der man wirklich einen Slogan auf Aufklebern rausgebracht hat.	
670.703	1.64	FORREST (V.O.)	1	speech	regular	HS	Er hat ne Menge Geld damit verdient.	###ende movie only###
672.223	1.4	ERZAEHLER	1	speech	regular	none	Ein Autoaufkleber: 'Shit happens'.	
673.623	8.24	FORREST (V.O.)	1	speech	regular	complex	Und als ich an einem anderen Tag so vor mich hinlief, kam jemand, der hatte sein ganzes Geld bei einem T-Shirt-Geschäft verloren und der wollte mein Gesicht auf ein T-Shirt bringen.	
682.303	2.64	FORREST (V.O.)	1	speech	regular;addendum	HS	Aber er konnte nicht zeichnen und hatte keinen Fotoapparat.	
684.943	1.64	WILD-EYED MAN	1	speech	regular	HS	Hier, hier, das können sie benutzen.	
686.663	1.68	WILD-EYED MAN	1	speech	regular	HS	Die Farbe kann sowieso niemand ausstehen.	
688.423	3.2	ERZAEHLER	1	speech	regular	AND	Forrest drückt sich das gelbe T-Shirt ins verdreckte Gesicht und gibt es zurück.	
691.663	1.28	ERZAEHLER	1	speech	regular;addendum	none	Darauf ein Smiley-Abdruck.	
693.223	0.96	FORREST	1	speech	regular	none	Immer nur lächeln	
695.023	5.68	FORREST (V.O.)	1	speech	regular	HS;NS	Ein paar Jahre später habe ich rausgefunden, dass der Mann wirklich eine Idee für ein T-Shirt hatte.	
701.543	1.8	FORREST (V.O.)	1	speech	regular	HS	Der hat eine Menge Geld damit verdient.	
703.503	2.08	ERZAEHLER	1	speech	regular	HS	Forrest läuft mit seinen Anhängern durch eine Steppe.	
705.863	0.76	FORREST (V.O.)	1	speech	regular	none	Na, jedenfalls...	
707.223	1.04	FORREST (V.O.)	1	speech	regular	HS	Ich hab ja schon gesagt:	
708.703	1.84	FORREST (V.O.)	1	speech	regular	HS	Ich hatte ne menge Gesellschaft.	
710.623	1.24	ERZAEHLER	1	speech	regular	none	Im Hintergrund Tafelberge	
711.943	1.32	FORREST (V.O.)	1	speech	regular	HS	Meine Mama hatte immer gesagt:	
713.303	3.48	FORREST (V.O.)	1	speech	regular	HS;NS	Man muss die Vergangenheit hinter sich zurück lassen, bevor man weitermacht.	direkte Rede
717.663	3.12	FORREST (V.O.)	1	speech	regular	HS;NS	Und ich glaube, das war auch der ganze Grund für meine Lauferei.	
722.863	6.8	FORREST (V.O.)	1	speech	regular	HS	Ich war inzwischen drei Jahre, zwei Monate, 14 Tage und 16 Stunden lang gelaufen.	
730.463	0.76	ERZAEHLER	1	speech	regular	HS	Er bleibt stehen.	
731.823	4.36	ERZAEHLER	1	speech	regular	HS;NS	Ein gutes Stück hinter ihm stoppt auch die Gruppe der rund fünfzig Männer und Frauen, die ihm gefolgt sind.	
736.823	3.12	ERZAEHLER	1	speech	regular	HS	Sein welliges Haar unter dem Käppi reicht bis zu den Schulterblättern.	
740.103	2.68	ERZAEHLER	1	speech	regular	HS	Sein zotteliger Bart bis auf die Brust.	
742.143	0.68	ERZAEHLER	1	speech	regular	HS	Er dreht sich um.	
743.983	0.36	YOUNG MAN	1	speech	commanding	none	Ruhe	
744.583	1.36	YOUNG MAN	1	speech	commanding	HS	Ruhe, er will etwas sagen.	
747.703	1.72	ERZAEHLER	1	speech	regular	HS	Forrest sieht zu den Leuten hinüber.	
749.823	3.84	ERZAEHLER	1	speech	regular	HS	Er trägt eine blaue Trainingsjacke mit brauner Hose, darüber eine weite Regenjacke.	
757.623	1.56	FORREST	1	speech	regular	HS	Ich bin müde, sehr sogar.	
761.783	1.92	FORREST	1	speech	regular	HS;NS	Ich glaube, ich gehe wieder nach Hause.	
764.543	2.32	ERZAEHLER	1	speech	regular	HS	Mit schleppenden Schritten geht er auf die Gruppe zu.	
775.743	2.08	ERZAEHLER	1	speech	regular	HS	Die Leute weichen nach links und rechts aus...	
778.103	1.56	ERZAEHLER	1	speech	regular;addendum	HS	...lassen ihn durch und sehen ihm nach.	
781.503	1.32	YOUNG MAN	1	speech	asking	question	Was soll denn jetzt aus uns werden?	
783.063	1.0	ERZAEHLER	1	speech	regular	HS	Forrest geht weiter.	
784.503	0.52	FORREST (V.O.)	1	speech	regular	none	Und dann...	
785.823	2.08	FORREST (V.O.)	1	speech	regular;addendum	HS	...waren die Zeiten meiner Lauferei vorbei.	
789.223	1.28	FORREST (V.O.)	1	speech	regular	HS	Ich ging zurück nach Hause.	
791.183	0.8	FORREST (V.O.)	1	speech	regular;addendum	none	Nach Alabama	
792.023	0.64	ERZAEHLER	1	speech	regular	none	Im Fernseher	
792.703	1.36	ERZAEHLER	1	speech	regular	HS	Ronald Reagan geht zu seinem Wagen.	
792.703	5.0	CROWD ON THE TV	0	speech	regular		background noise	
