onset	duration	person	FG	kind	prosody	sentence_grammar	text	commentary
90.724	1.0	BUBBA	1	speech	commanding	imperative	Lauf, lauf	
91.764	0.68	BUBBA	1	speech	regular	address	Forrest	
92.604	1.08	LT. DAN	1	speech	commanding	none	Rückzug	
93.884	2.52	ERZAEHLER	1	speech	regular	HS	Forrest schaut verstört zwischen Dan und Bubba hin und her.	
96.604	0.68	BUBBA	1	speech	commanding	imperative	Lauf!	
97.484	1.32	SGT. SIMS	1	speech	commanding	none	Rückzug	
98.884	1.2	ERZAEHLER	1	speech	regular	HS	Dan zerrt Forrest hoch.	
100.924	3.92	LT. DAN	1	speech	commanding	address;imperative	Gump, verdammt nochmal, verdammt nochmal, lauf!	##exclamation trennen###
105.084	1.0	ERZAEHLER	1	speech	regular	HS	Forrest rennt los.	
106.164	1.36	ERZAEHLER	1	speech	regular	HS	Überall schlagen Granaten ein.	
107.204	0.48	SOLIDER 2	0	speech	regular	none	aaaaah	
107.604	0.92	ERZAEHLER	1	speech	regular	HS	Erde spritzt hoch.	
111.764	1.76	ERZAEHLER	1	speech	regular	HS	Ein Soldat hinter Forrest wird weggerissen.	
121.564	2.24	ERZAEHLER	1	speech	regular	HS;NS	Forrest überholt Bubba, ohne ihn zu bemerken.	
123.284	1.32	SOLDIER	1	speech	commanding	imperative	Alle zurückziehen!	
127.844	92.28	OST	0	song	instrumental	instrumental		
128.324	3.4	FORREST (V.O.)	1	speech	regular	HS;NS	Ich lief und lief, genauso wie Jenny es mir gesagt hatte.	
134.244	1.32	FORREST (V.O.)	1	speech	regular	HS;NS	Ich lief so schnell und weit	
136.004	1.8	FORREST (V.O.)	1	speech	regular	NS	...dass ich ziemlich bald ganz alleine war.	
138.284	2.12	LT. DAN	1	speech	regular;addendum	HS	Und das war eine böse Sache.	
141.164	0.4	FORREST	1	speech	regular	address	Bubba	
142.124	2.2	ERZAEHLER	1	speech	regular	AND	Er bleibt stehen, schnellt herum und rennt zurück.	
144.724	1.64	FORREST (V.O.)	1	speech	regular	HS	Bubba war mein bester guter Freund. 	
146.404	1.6	FORREST (V.O.)	1	speech	regular	HS;NS	Ich musste nachsehen, ob es ihm gut geht.	
149.564	1.64	ERZAEHLER	1	speech	regular	HS	Forrest läuft durch den lichten Dschungel.	
159.964	0.44	FORREST	1	speech	regular	address	Bubba	
160.844	1.36	ERZAEHLER	1	speech	regular	HS	Neben ihm hebt sich eine Hand.	
162.324	2.32	FORREST (V.O.)	1	speech	regular	incomplete	Auf meinem Rückweg und auf der Suche nach Bubba...	
165.044	0.4	FORREST (V.O.)	1	speech	regular	none	naja	
165.644	1.96	FORREST (V.O.)	1	speech	regular	completion	...da hat auf einmal der Junge auf der Erde gelegen.	
167.804	0.4	FORREST	1	speech	regular	address	Tex	
168.564	1.8	ERZAEHLER	1	speech	regular	HS	Forrest legt sich Tex über die Schultern.	
170.524	0.76	FORREST	1	speech	regular	none	Okay	
171.684	2.48	FORREST (V.O.)	1	speech	regular	HS	Ich konnte ihn doch nicht einfach alleine da liegen lassen.	
173.084	0.6	TEX	1	non	regular	none	aaaah	
173.804	0.88	TEX	1	non	regular	none	erraaah	
174.484	1.16	FORREST (V.O.)	1	speech	regular;addendum	none;NS	Bei der Angst, die er hatte.	
176.204	2.52	LT. DAN	1	speech	regular	AND	Also hab ich ihn aufgehoben und bin mit ihm da raus.	
176.204	3.2	TEX	1	non	regular	none	aaahörroohhööö	
179.204	1.52	ERZAEHLER	1	speech	regular	HS	Tex ist an der Schulter verwundet.	
180.884	1.56	ERZAEHLER	1	speech	regular	HS	Sein Hemd ist blutdurchtränkt.	
184.404	1.4	TEX	1	non	regular	none	errruuuh	
186.444	3.84	ERZAEHLER	1	speech	regular	AND	Forrest kommt mit Tex zu einer Lichtung an einem Flussufer und legt ihn ins Gras.	
192.004	0.08	TEX	1	non	regular	none	ooooiiiöööh	
193.804	4.16	FORREST (V.O.)	1	speech	regular	complex	Jedesmal, wenn ich wieder zurücklief, um Bubba zu suchen, sagte irgendein anderer zu mir:	
198.324	0.84	FORREST (V.O.)	1	speech	regular	imperative;address	Hilf mir, Forrest!	direkte Rede;###trennen###
199.444	0.52	FORREST (V.O.)	1	speech	regular	imperative	Hilf mir!	direkte Rede
200.884	1.8	SOLDIER 3	1	non	regular	none	iiiooo jiss	
202.524	3.04	ERZAEHLER	1	speech	regular	AND	Er legt einen Soldaten mit blutigem Kopfverband ans Ufer und rennt zurück. 	
205.764	0.72	ERZAEHLER	1	speech	regular	HS	Er findet Dallas.	
206.884	0.84	DALLAS	1	speech	regular	HS	Ich hör nichts.	
208.604	1.0	DALLAS	1	non	regular	none	err hubb	
209.404	1.36	ERZAEHLER	1	speech	regular	HS	Forrest legt auch ihn ans Ufer.	
211.404	1.68	2ND WOUNDED SOLDIER	0	speech	regular	complex	Keine Angst, bleib schön liegen, du wirst schon wieder.	
216.964	2.88	FORREST (V.O.)	1	speech	regular	HS;NS	Allmählich kriegte ich Angst, dass ich Bubba nie mehr finde.	
220.364	0.36	FORREST	1	speech	regular	none	huubb	
221.444	2.24	ERZAEHLER	1	speech	regular	AND	Er stolpert und starrt auf Dans blutige Beine.	
224.044	1.52	LT. DAN	1	speech	regular	HS	Charlie scheint hier überall zu sein.	
225.684	1.6	LT. DAN	1	speech	regular	HS	Ich brauche auf der Stelle Kampfbomber.	
227.364	0.68	LT. DAN	1	speech	commanding	imperative	Beeilt euch!	
228.084	0.52	LT. DAN	1	speech	regular	none	Over	
229.084	3.0	STRONGARM	1	broadcast	regular	none	Leg Lima 6, Leg Lima 6 bitte kommen, Over	###
229.684	0.32	LT. DAN	1	speech	regular		haaaa	
230.004	0.92	FORREST	1	speech	regular	address	Lt. Dan	mname
231.004	1.12	FORREST	1	speech	regular	HS	Coleman ist tot.	mname
232.004	1.2	LT. DAN	1	speech	regular	HS;NS	Ich weiß, dass er tot ist.	
233.284	2.2	LT. DAN	1	speech	regular	HS	Mein ganzes verdammtes Platoon ist hinüber.	
235.684	1.52	ERZAEHLER	1	speech	regular	HS	Forrest schnallt Dan den Rucksack ab.	
229.084	3.0	STRONGARM	1	broadcast	regular	complex	Leg Lima 6, Leg Lima 6 bitte kommen, Over	
235.804	0.4	LT. DAN	1	speech	regular	none	aah	
237.964	0.96	LT. DAN	1	speech	asking	question	Was machst du da?	
239.324	1.24	LT. DAN	1	speech	commanding	imperative;imperative;imperative	Lass mich hier! Hau ab!	
240.684	0.6	FORREST	1	speech	regular	none	äääh	
240.684	0.48	LT. DAN	1	speech	asking	question	Hörst du?!	
241.484	1.04	LT. DAN	1	speech	commanding	HS	Du sollst mich hier lassen!	
242.684	0.96	LT. DAN	1	speech	regular	imperative	Verzieh dich!	
243.724	1.56	ERZAEHLER	1	speech	regular	HS	Forrest wuchtet Dan auf die Schultern.	
245.604	1.32	LT. DAN	1	speech	regular	HS;NS	Ich sag doch, lass mich hier.	
247.084	1.4	LT. DAN	1	speech	commanding	HS	Du sollst mich hier liegen lassen!	
248.524	1.52	LT. DAN	1	speech	regular	none	Du Idiot, verdammt nochmal.	
248.204	4.84	STRONGARM	1	broadcast	regular	complex	Leg Lima 6 Leg Lima 6, Hier ist Strong Arm ich melde eure Kampfbomber sind im Anflug. Over	
253.564	2.48	FORREST (V.O.)	1	speech	regular	HS	Und dann hat mich irgendwas angesprungen und gebissen.	
256.604	0.28	FORREST	1	speech	regular	none	aaaah	
256.964	0.56	ERZAEHLER	1	speech	regular	HS	Er fällt hin.	
257.484	1.4	FORREST	1	speech	regular	HS	Irgendetwas hat mich hat was gebissen.	
257.604	1.32	ERZAEHLER	1	speech	regular	HS	Ein Baum hinter ihm explodiert.	
260.444	2.16	ERZAEHLER	1	speech	regular	HS	Forrest schleift Dan an einem Arm hinter sich her.	
262.924	1.96	ERZAEHLER	1	speech	regular	HS	Der schießt mit der Pistole zurück in den Dschungel.	
262.964	1.64	LT. DAN	1	none	regular	none	aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah	
265.684	1.68	LT. DAN	1	speech	regular	none	Ihr gelben Hurenböcke	
269.284	2.08	LT. DAN	1	speech	regular	HS	Ich kann mein Platoon nicht verlassen.	
271.444	0.88	ERZAEHLER	1	speech	regular	HS	Forrest trägt ihn.	
272.324	1.32	LT. DAN	1	speech	commanding	HS	Du sollst mich da lassen!	
273.684	0.48	LT. DAN	1	speech	regular	address	Gump	
274.724	1.0	LT. DAN	1	speech	commanding	imperative	Kümmer dich nicht um mich!	
275.804	0.84	LT. DAN	1	speech	commanding	imperative	Hau lieber ab!	
277.044	1.08	LT. DAN	1	speech	asking	question	Bist du taub?	
278.844	1.88	LT. DAN	1	speech	commanding	imperative	Verflucht nochmal, lass ich runter!	###
280.804	0.4	LT. DAN	1	speech	regular	none	ech	
281.644	1.72	LT. DAN	1	speech	commanding	imperative;NS	Sieh zu, dass du deinen Arsch rettest!	
284.204	0.6	LT. DAN	1	speech	regular	none	erghh	
284.644	1.48	ERZAEHLER	1	speech	regular	HS	Forrest legt auch ihn ans Ufer.	
286.204	0.8	ERZAEHLER	1	speech	regular	HS	Dan hält ihn fest.	
287.044	2.4	LT. DAN	1	speech	regular	HS;NS	Ich hatte dich nicht gebeten, mich da raus zu holen, verdammt.	###exclamation###
289.764	1.56	LT. DAN	1	speech	asking	question	Herr Gott, wo willst du denn jetzt schon wieder hin?	###trennen###
291.404	0.84	FORREST	1	speech	regular	HS	Ich suche Bubba.	
292.404	3.16	LT. DAN	1	speech	regular	complex	Ich habe einen sofortigen Luftschlag angeordnet. Die bombardieren alles mit Napalm.	###trennen###
296.244	2.6	LT. DAN	1	speech	regular	complex	Gump, du bleibst hier, verdammt, das ist ein Befehl!	
299.084	2.12	FORREST	1	speech	regular	HS	Ich muss Bubba suchen.	
301.484	1.04	ERZAEHLER	1	speech	regular	HS	Er rennt wieder los.	
305.164	2.44	ERZAEHLER	1	speech	regular	HS	Mit seinem Gewehr in beiden Händen hastet er durch den Dschungel.	
312.364	2.0	ERZAEHLER	1	speech	regular	AND	Forrest stoppt und sieht sich verzweifelt um.	
316.044	0.84	BUBBA	1	speech	regular	address	Forrest	
317.684	2.24	ERZAEHLER	1	speech	regular	HS	Der sieht zur Seite und entdeckt Bubba am Boden.	
320.124	1.0	ERZAEHLER	1	speech	regular	HS	Rauch liegt in der Luft.	
325.124	0.52	FORREST	1	speech	regular	address	Bubba	
326.124	0.64	BUBBA	1	speech	regular	HS	Es geht mir gut.	
326.804	0.6	BUBBA	1	speech	regular	address	Forrest	
328.004	0.88	BUBBA	1	speech	regular	HS	Es geht mir gut.	
329.004	3.68	ERZAEHLER	1	speech	regular	HS	Geschockt zieht Forrest einen blutigen Palmwedel von Bubbas großer Bauchwunde.	
334.124	0.68	BUBBA	1	non	regular	none	ouh	
335.684	1.0	BUBBA	1	non	regular	none	ugha	
337.524	0.32	FORREST	1	non	regular	none	ouh	
338.124	0.84	FORREST	1	speech	regular	address	Bubba, nein	
339.284	1.8	BUBBA	1	speech	regular	HS	Ich werd schon wieder.	
341.204	1.72	ERZAEHLER	1	speech	regular	HS	Etwas entfernt huschen Gestalten vorbei.	
343.604	0.68	BUBBA	1	non	regular	none	ughaaach	
344.684	1.08	ERZAEHLER	1	speech	regular	HS	Forrest schaut kurz hin.	
345.844	1.48	VIETCONG	1	regular	regular	undistinguishable		#vietcong talking#
348.884	0.36	BUBBA	1	non	regular	none	uhuh	#timings#
349.484	3.4	FORREST	1	speech	commanding	complex	Komm jetzt, komm Bubba, komm jetzt!	###
349.804	0.28	BUBBA	1	non	regular	none	ah	
350.404	0.4	BUBBA	1	non	regular	none	ugh	
351.804	0.28	BUBBA	1	non	regular	none	uuh	
353.004	1.92	ERZAEHLER	1	speech	regular	HS	Er läuft mit Bubba auf den Armen durch den Dschungel.	
357.004	3.6	BUBBA	0	speech	regular	HS;address;HS;address	Es geht mir gut, Forrest, Es geht mir gut, Forrest.	###trennen###
364.044	2.2	ERZAEHLER	1	speech	regular	HS	Beim Laufen sieht Forrest panisch zum Himmel.	
366.724	1.4	ERZAEHLER	1	speech	regular	HS	Er kommt mit Bubba auf eine Lichtung.	
368.524	1.2	ERZAEHLER	1	speech	regular	HS	Kampfjets fliegen heran.	
370.124	2.48	ERZAEHLER	1	speech	regular	HS	Im Dschungel hinter den beiden explodieren Napalm-Bomben.	
372.964	1.52	ERZAEHLER	1	speech	regular	HS	Die Explosionen kommen immer näher.	
379.604	2.92	ERZAEHLER	1	speech	regular	HS	Ein orangeroter Feuerball schießt direkt hinter ihnen hoch.	
382.724	1.04	ERZAEHLER	1	speech	regular	HS	Forrest rennt weiter.	
383.884	1.0	ERZAEHLER	1	speech	regular	HS	Der Dschungel steht in Flammen.	
389.924	1.92	ERZAEHLER	1	speech	regular	HS	Dunkler Qualm hängt über den Baumkronen.	
392.084	1.88	ERZAEHLER	1	speech	regular	HS	Gehetzt trägt Forrest Bubba zum Ufer.	
397.524	0.88	LT. DAN	1	speech	regular	none	Rauchsignale	
399.124	0.4	LT. DAN	1	speech	regular	address	Gump	
399.564	1.64	LT. DAN	1	speech	asking	question	Wie viele holst du denn da noch raus?	
401.284	0.52	FORREST	1	non	regular	none	ehhuhhh	
401.404	0.8	BUBBA	1	non	regular	none	uuhaaah	
402.484	4.2	FORREST (V.O.)	1	speech	regular	complex	Hätt ich gewusst, dass ich das letzte mal mit Bubba rede, hätte ich mir was besseres einfallen lassen.	
406.844	1.6	ERZAEHLER	1	speech	regular	HS	Mit Bubba im Arm sitzt er im Gras.	
408.524	0.64	FORREST	1	speech	regular	address	Hey, Bubba	
411.084	0.88	BUBBA	1	speech	regular	address	Hey, Forrest	
414.284	0.76	BUBBA	1	speech	regular	address	Forrest	
416.204	1.64	BUBBA	1	speech	asking	question	Wie..., Wieso ist das passiert?	
418.844	1.8	FORREST	1	speech	regular	HS	Du hast einen Schuss abgekriegt.	
422.884	3.0	FORREST (V.O.)	1	speech	regular	HS;NS	Dann hat Bubba etwas gesagt, das ich niemals vergessen werde.	
426.884	1.16	BUBBA	1	speech	regular	HS	Ich möchte nach Hause.	
428.204	0.4	BUBBA	1	non	regular	none	tchich	#schwer atmen?#
430.564	1.96	FORREST (V.O.)	1	speech	regular	HS	Bubba war mein bester guter Freund.	
433.484	4.12	FORREST (V.O.)	1	speech	regular	HS;NS	Und sogar ich weiß, dass man soetwas nicht an der nächsten Straßenecke finden kann.	
438.364	3.36	FORREST (V.O.)	1	speech	regular	HS	Bubba wollte Captain auf seinem Shrimpkutter werden.	
442.164	2.6	FORREST (V.O.)	1	speech	regular;addendum	HS	Stattdessen ist er an dem Fluss in Vietnam gestorben.	
448.924	0.84	ERZAEHLER	1	speech	regular	none	Auf der Wartebank	
450.204	2.32	FORREST	1	speech	regular	HS;NS	Das ist alles, was ich darüber sagen kann.	
452.564	1.88	ERZAEHLER	1	speech	regular	HS	Neben Forrest sitzt jetzt ein dicker Mann.	
454.484	1.48	MAN	1	speech	regular	question	Es war eine Kugel, hab ich recht?	###trennen##
456.404	1.44	ERZAEHLER	1	speech	regular	HS	Forrest sieht ihn abrupt an.	
458.804	0.72	FORREST	1	speech	asking	none	Eine Kugel	
459.924	1.6	MAN	1	speech	regular	NS	Na, was sie angesprungen und gebissen hat.	
463.884	0.24	FORREST	1	non	regular	none	ooooh	
465.204	0.6	FORREST	1	speech	regular	address	Ja, Sir	
465.924	1.72	FORREST	1	speech	regular	HS	Hat mich direkt in den Allerwertesten gebissen.	
469.004	2.88	FORREST	1	speech	regular	HS;NS	Es hat geheißen, so 'ne Wunde ist 1 Millionen Dollar wert.	indirekte Rede
472.884	3.4	FORREST	1	speech	regular		Aber die Army hat das Geld wohl behalten, ich hab nie einen Cent davon gesehen.	###trennen###
478.524	3.04	FORREST	1	speech	regular	HS;NS;HS	Das einzig gute, wenn man ne Verletzung am Allerwertesten hat, ist...	
481.644	0.6	ERZAEHLER	1	speech	regular	none	Im Lazarett	
482.284	1.6	FORREST (V.O.)	1	speech	regular;addendum	none	...man kriegt viel Eis.	
484.284	2.28	FORREST (V.O.)	1	speech	regular	HS;NS	Die haben mir so viel Eis gegeben, wie ich essen konnte.	
486.724	1.36	FORREST (V.O.)	1	speech	asking	question	Und soll ich ihnen mal was sagen?	
488.204	2.36	FORREST (V.O.)	1	speech	regular	HS	Im Bett nebenan lag ein guter Freund von mir.	
490.644	2.08	ERZAEHLER	1	speech	regular	HS	Forrest, mit zwei Eistüten, liegt auf dem Bauch.	
492.924	0.88	FORREST	1	speech	regular	address	Lt. Dan	
494.364	1.08	FORREST	1	speech	regular	HS	Ich hab ein Eis.	
495.484	0.2	FORREST	1	speech	regular	none	Hier	
495.804	0.36	FORREST	1	speech	regular	none	Bitte	
496.284	1.0	ERZAEHLER	1	speech	regular	HS	Dan schaut ins Leere.	
497.484	2.0	FORREST	1	speech	regular	address	Lt. Dan, ein Eis	
499.684	0.6	FORREST	1	speech	regular	none	Bitte	
500.684	3.52	ERZAEHLER	1	speech	regular	AND	Dan nimmt die Tüte, legt sie in seine Bettpfanne und starrt weiter vor sich hin.	
506.124	1.76	ERZAEHLER	1	speech	regular	HS	Forrest robbt von einer Liege auf sein Bett.	
508.004	0.8	FORREST	1	non	regular	none	arrghh	
511.844	0.76	MALE NURSE	1	speech	regular	none	Zeit für ihr Bad	
512.684	0.44	MALE NURSE	1	speech	regular	address	Lieutenant	
513.724	2.56	ERZAEHLER	1	speech	regular	HS	Der Pfleger legt Dans Hände an einen Haltegriff.	
516.644	1.76	ERZAEHLER	1	speech	regular	HS	Dans Unterschenkel sind amputiert.	
518.724	1.8	ERZAEHLER	1	speech	regular	HS	Die Stümpfe sind mit Bandagen umwickelt.	
520.644	1.04	ERZAEHLER	1	speech	regular	HS	Der Pfleger hebt ihn hoch.	
521.844	0.56	MALE NURSE	1	speech	regular	address	Harper	
523.084	1.48	ERZAEHLER	1	speech	regular	HS	Eine Rollliege wird heran geschoben.	
524.644	1.28	ERZAEHLER	1	speech	regular	HS	Der Pfleger legt Dan darauf.	
526.364	0.56	SOLDIER	1	speech	regular	address	Cooper	
527.004	0.88	ERZAEHLER	1	speech	regular	HS	Dan wird weggerollt.	
528.084	0.64	SOLDIER	1	speech	regular	address	Larson	
529.124	0.84	ERZAEHLER	1	speech	regular	HS	Post wird verteilt.	
530.644	0.56	SOLDIER	1	speech	regular	address	Webster	
531.444	1.52	ERZAEHLER	1	speech	regular	HS	Forrest schleckt weiter sein Eis.	
533.404	0.4	SOLDIER	1	speech	regular	address	Gump	
535.044	0.36	SOLDIER	1	speech	regular	address	Gump	
535.444	1.0	FORREST	1	speech	regular	HS	Ich bin Forrest Gump.	
536.804	1.6	ERZAEHLER	1	speech	regular	HS	Er bekommt ein dickes Bündel Briefe.	
540.204	0.6	SOLDIER	1	speech	regular	address	Kyle	
541.324	1.88	ERZAEHLER	1	speech	regular	HS	Forrest zieht den obersten Brief heraus.	
542.764	0.72	SOLDIER	0	speech	regular	###	###background###	
543.484	3.4	ERZAEHLER	1	speech	regular	AND	Er ist an Jenny adressiert und mit dem Stempel 'unzustellbar' versehen.	
543.524	14.92	OST	0	song	instrumental			
548.204	0.8	SOLDIER	1	speech	regular	address	Johnson	
549.524	1.92	ERZAEHLER	1	speech	regular	HS	Forrest nimmt weiter Briefe aus dem Bündel.	
551.684	2.52	ERZAEHLER	1	speech	regular	HS	Alle sind an Jenny gerichtet und haben denselben Stempel.	
555.484	2.8	ERZAEHLER	1	speech	regular	HS	Niedergeschlagen betrachtet Forrest einen Brief nach dem anderen.	
559.644	5.8	OST	0	song	instrumental			#Hintergrundmusik im fernseher#
560.004	3.48	ERZAEHLER	1	speech	regular	HS	In einem Freizeitraum des Lazaretts sitzt Forrest mit einem Eis vorm Fernseher.	
565.404	0.4	SOLDIER	1	speech	regular	address	Gump	
566.004	2.36	SOLDIER	1	speech	asking	question	Wieso guckst du dir nur diese blöde Scheisse an?	
568.644	0.64	SOLDIER	1	speech	commanding	imperative	Dreh das ab!	
569.644	2.2	ERZAEHLER	1	speech	regular	HS	Mühsam steht Forrest von mehreren Kissen auf.	
567.604	0.0	ANNOUNCER	1	broadcast	regular			##indis##
575.284	0.12	FORREST	1	non	regular	none	au	
575.684	1.56	ERZAEHLER	1	speech	regular	HS	Ein Tischtennisball trifft seinen Kopf.	
575.684	22.68	JACKIE DESHANNON	0	song	regular		“What the World Needs Now Is Love”	
577.964	0.52	SOLDIER	1	speech	regular	address	Hey, Gump	
578.764	1.76	ERZAEHLER	1	speech	regular	HS	Der Mann bewegt seinen Schläger wie im Spiel.	
581.084	0.96	SOLDIER	1	speech	regular	question;NS	Weißt du, wie das hier geht?	
582.324	1.2	ERZAEHLER	1	speech	regular	HS	Forrest schüttelt den Kopf.	
584.364	1.24	SOLDIER	1	speech	regular	complex	Na, komm, dann zeig ichs dir, ok?	
586.204	1.32	ERZAEHLER	1	speech	regular	HS	Er gibt Forrest den Schläger.	
588.364	1.56	SOLDIER	1	speech	regular	HS	Also das wichtigste an dem Spiel ist, ...	
590.444	1.72	SOLDIER	1	speech	regular	complex	...ganz egal, was passiert,	
593.204	3.52	SOLDIER	1	speech	regular	complex	...aber du darfst nie den Ball aus dem Auge verlieren.	##face?##
597.084	1.28	ERZAEHLER	1	speech	regular	HS	Er bewegt den Ball hin und her.	
598.564	1.16	ERZAEHLER	1	speech	regular	HS	Forrest behält ihn im Blick.	
599.404	40.68	THE DOORS	0	song	regular		“Hello, I Love You”	
599.844	0.48	SOLDIER	1	speech	regular	none	Na, dann	
600.804	2.52	ERZAEHLER	1	speech	regular	HS	Mit dem Eis in der Hand spielt Forrest gegen einen Rollstuhlfahrer.	
604.124	3.28	FORREST (V.O.)	1	speech	regular	HS	Aus irgendeinem Grund war ich wohl ein Naturtalent beim Ping Pong.	
608.004	0.36	SOLDIER	1	speech	asking	question	Siehst du?	
609.164	1.32	SOLDIER	1	speech	regular	HS	Jeder Idiot kann das spielen.	
611.404	1.8	FORREST (V.O.)	1	speech	regular	HS	Jedenfalls spielte ichs von da an dauernd.	
613.444	1.08	ERZAEHLER	1	speech	regular	HS	Er übt die Angabe.	
615.164	3.68	FORREST (V.O.)	1	speech	regular	HS;NS;NS2	Ich hab sogar Ping Pong gespielt, wenn ich gar keinen hatte, der mit mir Ping Pong gespielt hat.	
619.004	2.28	ERZAEHLER	1	speech	regular	HS	Die Bälle springen vom Gegnerfeld in eine Bettpfanne.	
622.964	3.08	ERZAEHLER	1	speech	regular	HS	Forrest spielt vor vielen Zuschauern gegen das hoch geklappte Gegnerfeld.	
627.524	4.2	FORREST (V.O.)	1	speech	regular	HS;NS	Die Leute im Lazaret haben gesagt, ich hätte dabei ausgesehen wie eine Ente im Wasser.	indirekte Rede
632.124	1.4	FORREST (V.O.)	1	speech	regular	HS;NS	Ich weiß nicht, was das heißen soll.	
633.884	3.0	FORREST (V.O.)	1	speech	regular	AND	Sogar Lt. Dan kam und hat mir beim Spielen zugesehen.	
637.324	0.96	ERZAEHLER	1	speech	regular	HS	Dan auf einer Liege schaut mürrisch nach draußen.	
639.604	1.16	ERZAEHLER	1	speech	regular	HS	Forrest spielt allein.	
640.852	3.0	ERZAEHLER	1	speech	regular	HS	Dabei trifft er immer wieder ein Zielquadrat auf einer hochgestellten Platte.	
644.212	0.84	ERZAEHLER	1	speech	regular	HS	Ein Offizier kommt.	
645.292	0.72	OFFICER	1	speech	regular	address	Private Gump	
648.132	0.72	FORREST	1	speech	regular	address	Ja, Sir	
649.972	0.84	OFFICER	1	speech	commanding	imperative	Stehen sie bequem!	
650.852	1.0	ERZAEHLER	1	speech	regular	HS	Forrest greift wieder...	
652.172	3.48	OFFICER	1	speech	regular	address	Mein Sohn	
652.772	0.76	ERZAEHLER	1	speech	regular;addendum	HS	... zu Ball und Schläger.	
654.132	1.64	OFFICER	1	speech	regular	HS	Ihnen wird die Tapferkeitsmedallie verliehen.	
655.852	0.64	ERZAEHLER	1	speech	regular	none	Im Schlafsaal	
656.612	1.56	FORREST	1	speech	regular	imperative;address	Stellen sie sich vor Lt. Dan, ...	###
658.852	1.56	FORREST	1	speech	regular	HS	..., die wollen mir doch tatsächlich die...	
660.612	1.12	ERZAEHLER	1	speech	regular	HS	Er zieht einen Vorhang weg.	
