onset	duration	person	FG	kind	prosody	sentence_grammar	text	commentary
108.901	8.56	FORREST (V.O.)	1	speech	regular	AND	Nach einem neuen Haarschnitt und einen neuen Anzug und dann hab ich Mama cique zum essen ausgeführt und hab eine Fahrkarte für den Bus gekauft und drei Doctor Pepper Colas.	
117.501	0.64	ERZAEHLER	1	speech	regular	none	Am Hafen	
118.461	0.56	OLD SHRIMPER	1	speech	commanding	imperative	Sagen sie mal!	
119.261	1.12	ERZAEHLER	1	speech	regular	HS	Ein Schwarzer mit dem Geld.	
120.581	1.6	OLD SHRIMPER	1	speech	asking	question	Sind Sie dumm oder sowas?	
122.741	1.6	FORREST	1	speech	regular	HS;NS;address	Dumm ist der, Der Dummes tut, Sir.	
124.741	2.92	FORREST	1	speech	regular	HS;NS	Das ist noch übrig geblieben, nachdem ich gesagt hatte:	
127.861	6.56	FORREST	1	speech	regular	complex	Als ich in China war in der Ping Pong Nationalmannschaft, da habe ich am liebsten nur mit meinem Flex-O-Light PingPong Schläger Ping Pong gespielt.	direkte Rede
134.461	2.16	FORREST	1	speech	regular	HS;NS;###	Jeder weiß, dass das nicht wahr ist, aber Mama hat gesagt:	
136.661	1.84	FORREST	1	speech	regular	HS;HS	Das ist 'ne Notlüge, die tut keinem weh.	
138.981	0.84	ERZAEHLER	1	speech	regular	none	Wieder am Grab	
139.941	0.52	FORREST	1	non	regular	none	chhhhhh	
140.621	6.16	FORREST	1	speech	regular	incomplete	Na, jedenfalls habe ich...	
142.021	4.6	FORREST	1	speech	regular	HS;NS	Ich meine, Ich kaufe jetzt Sprit, Schiffstaue, neue Netze und...	
147.061	1.52	FORREST	1	speech	regular;addendum	none	...einen niegel-nagel neuen Shrimpkutter.	
150.621	2.92	ERZAEHLER	1	speech	regular	HS	In strahlendem Sonnenschein fährt der rostige Kutter übers Meer.	
153.981	1.96	ERZAEHLER	1	speech	regular	HS	Auf dem Achterdeck steht Forrest am Steuer.	
157.181	3.16	ERZAEHLER	1	speech	regular	HS	Hinter dem Ruderhaus hängen Netze an senkrecht gestellten Auslegern. 	
162.461	0.44	ERZAEHLER	1	speech	regular	none	Später	
163.021	2.52	ERZAEHLER	1	speech	regular	AND	Forrest öffnet ein Netz und lässt den Fang aufs Deck fallen	
167.461	2.12	ERZAEHLER	1	speech	regular	none	Müll, Muscheln und ein Shrimp.	
169.621	3.24	FORREST (V.O.)	1	speech	regular	HS;NS	Bubba hat mir ja alles erzählt, was er über den Shrimpfang gewusst hat.	
172.901	2.52	FORREST (V.O.)	1	speech	asking	question;NS	Aber soll ich ihnen sagen, was ich dann rausfand?	
175.501	3.08	FORREST (V.O.)	1	speech	regular	HS	Shrimpsfischen ist sehr, sehr schwer.	
179.701	1.12	ERZAEHLER	1	speech	regular	none	Im Hafen zum Schwarzen:	
180.941	1.0	FORREST	1	speech	regular	HS	Ich hab nur fünf gefangen.	direkte Rede
182.661	1.96	OLD SHRIMPER	1	speech	regular	HS	Noch zwei dazu und es reicht für'n Cocktail.	
184.701	2.16	OLD SHRIMPER	1	non	regular	none	ehahahahehehechh	
189.141	2.04	OLD SHRIMPER	1	speech	asking	question	Hey, was ist denn mit 'nem Namen für das alte Boot?	
191.221	1.84	OLD SHRIMPER	1	speech	regular	HS;NS	Bringt Pech, wenn man ein Boot ohne Namen fährt.	
195.741	4.76	FORREST (V.O.)	1	speech	regular	AND	Ich hab noch nie im Leben ein Boot getauft und mir ist auch nur ein einziger Name eingefallen.	
201.621	3.2	FORREST (V.O.)	1	speech	regular;addendum	none	Der schönste Name auf der ganzen, weiten Welt.	
205.021	2.96	ERZAEHLER	1	speech	regular	HS	Auf ein Schild an der Bordwand malt er den Namen 'Jenny'.	
207.381	116.52	KC & The Sunshine Band	1	song	regular	###	“Get Down Tonight”	
212.421	2.72	ERZAEHLER	1	speech	regular	HS	In einer vollen Disco sitzt Jenny mit anderen an einem Tisch.	
215.581	3.32	GIRL	0	speech	asking	question:question	Du willst fahren? Oder meinst du ich soll fahren?	
218.981	0.92	JENNY	1	non	regular	none	aaahaha	
219.901	2.2	ERZAEHLER	1	speech	regular	HS	Ein Schwarzer gibt ihr einen aufgerollten Geldschein.	
222.341	2.36	ERZAEHLER	1	speech	regular	HS	Damit zieht sie sich eine Linie Kokain in ihre Nase.	
224.821	3.08	FORREST (V.O.)	1	speech	regular	HS	Ich hatte schon seit langer Zeit nichts mehr von Jenny gehört.	
228.301	1.44	FORREST (V.O.)	1	speech	regular;addendum	HS	aber ich dachte dauernd an sie.	
229.981	1.56	FORREST (V.O.)	1	speech	regular	HS;NS	Und ich hoffte, dass sie glücklich war.	
231.781	1.36	FORREST (V.O.)	1	speech	regular;addendum	none;NS	Egal, was sie gerade macht.	
236.261	5.4	ERZAEHLER	1	speech	regular	HS;NS	In einem schummrigen Zimmer lässt ein Mann eine Spritze auf einen Tisch fallen, auf dem Geld, Kokain und Tabletten liegen. 	
242.021	2.36	ERZAEHLER	1	speech	regular	HS	Über einem Arm des Mannes hängt lose ein Gummischlauch.	
244.661	3.2	ERZAEHLER	1	speech	regular	AND	Benommen berührt der Mann Jennys Rücken und lässt sich aufs Bett sinken.	
249.981	3.8	ERZAEHLER	1	speech	regular	AND	Sie sitzt von ihm abgewandt auf der Bettkante und starrt teilnahmslos vor sich hin.	
254.021	1.04	ERZAEHLER	1	speech	regular	HS	Ihr Gesicht ist blass.	
257.861	3.32	ERZAEHLER	1	speech	regular	HS	Auf einem Schminktisch verwischt Jenny Kokainlinien auf einem Spiegel.	
261.701	2.76	ERZAEHLER	1	speech	regular	HS	In einem großen Wandspiegel betrachtet sie ihr müdes Gesicht.	
264.741	1.28	ERZAEHLER	1	speech	regular	HS	Sie hat Ringe unter den Augen. 	
266.341	1.24	ERZAEHLER	1	speech	regular	HS	Jenny geht auf den Balkon.	
271.021	5.04	ERZAEHLER	1	speech	regular	AND	In ihren hochhackigen Sandalen steigt sie über einen Tisch auf die Brüstung und richtet sich vorsichtig auf.	
276.661	2.2	ERZAEHLER	1	speech	regular	HS	Tief unten fließt der nächtliche Verkehr.	
281.981	4.96	ERZAEHLER	1	speech	regular	AND	Sie hält sich mit den Armen am Balkon darüber fest und blickt mit ruhigem Gesicht zur Straße hinunter.	
287.501	1.2	ERZAEHLER	1	speech	regular	HS	Der Wind weht durch ihr Haar.	
295.141	1.0	ERZAEHLER	1	speech	regular	HS	Ein Fuß rutscht ab.	
296.421	3.88	ERZAEHLER	1	speech	regular	AND	Krampfhaft hält sich Jenny fest, atmet schwer und starrt ängstlich in die Tiefe.	
301.141	2.96	ERZAEHLER	1	speech	regular	AND	Sie geht in die Hocke und steigt von der Brüstung herunter.	
307.061	2.4	ERZAEHLER	1	speech	regular	HS	Verstört kauert sie sich in einen Balkonsessel.	
309.861	2.72	ERZAEHLER	1	speech	regular	HS	Mit verschränkten Armen wiegt sich Jenny vor und zurück.	
312.901	0.68	ERZAEHLER	1	speech	regular	HS	Sie schaut hoch.	
313.981	1.48	ERZAEHLER	1	speech	regular	HS	Mondlicht fällt auf ihr Gesicht.	
316.141	1.48	ERZAEHLER	1	speech	regular	HS	Über ihre Wangen laufen Tränen.	
317.701	1.48	JENNY	1	non	regular	none	eeeeehaaaaaa	#timing#
323.901	3.32	ERZAEHLER	1	speech	regular	HS	Durch ein Wolkenloch scheint der fast volle Mond auch auf den Shrimp-Kutter.	
328.461	4.32	ERZAEHLER	1	speech	regular	none;NS;HS	In einem Netz, das an einem Ausleger über dem Wasser hängt, liegt Forrest wie in einer Hängematte.	
333.221	1.56	ERZAEHLER	1	speech	regular	HS	Traurig blickt er in die Nacht.	
335.381	2.36	FORREST (V.O.)	1	speech	regular	HS	Ich hab' die ganze Zeit immer an Jenny gedacht.	
338.701	0.6	ERZAEHLER	1	speech	regular	HS	Es ist Tag.	
339.701	2.16	ERZAEHLER	1	speech	regular	HS	Forrest steuert die 'Jenny' am Ufer entlang.	
342.461	3.12	ERZAEHLER	1	speech	regular	HS	Er trägt ein verschmutztes weißes Muscle-Shirt und eine Schirmmütze.	
346.221	2.64	ERZAEHLER	1	speech	regular	AND	Plötzlich entdeckt er etwas und späht Richtung Ufer.	
349.621	2.28	ERZAEHLER	1	speech	regular	HS	Auf einem Anlegesteg sitzt Dan im Rollstuhl.	
353.501	2.76	ERZAEHLER	1	speech	regular	AND	Forrest lässt das Steuerrad los und stellt sich an die Reling.	
339.741	65.4	OST	1	song	instrumental			
355.981	0.92	FORREST	1	non	regular	none	chhhhh	##beginn im movie raussuchen###
356.941	0.2	FORREST	1	non	regular	none	ha	
358.341	1.24	ERZAEHLER	1	speech	regular	HS	Dan macht das 'Peace'-Zeichen.	
359.781	1.2	ERZAEHLER	1	speech	regular	HS	Forrest winkt wild.	
361.661	0.44	FORREST	1	speech	regular	address	Dan	
363.181	1.4	ERZAEHLER	1	speech	regular	HS	Forrest springt über Bord.	
367.501	1.04	ERZAEHLER	1	speech	regular	HS	Der Kutter fährt weiter.	
370.901	1.48	ERZAEHLER	1	speech	regular	HS	Forrest krault zum Steg.	
380.181	1.84	ERZAEHLER	1	speech	regular	HS	Dan raucht eine Zigarre mit Mundstück.	
382.501	1.92	ERZAEHLER	1	speech	regular	HS	Forrest steigt eine Leiter zu ihm hoch.	
384.661	0.2	FORREST	1	non	regular	none	ha	
385.701	1.04	FORREST	1	speech	regular	address	Lt. Dan	
386.781	0.32	FORREST	1	non	regular	none	äch	
387.541	1.08	FORREST	1	speech	asking	question	Was machen sie hier?	
389.301	0.6	FORREST	1	speech	regular	none	echhaha	
389.661	0.32	LT. DAN	1	speech	regular	none	Naja	
390.621	2.12	LT. DAN	1	speech	regular	HS	Ich wollte meine Seemannsbeine testen.	
393.381	0.52	FORREST	1	non	regular	none	ah, ah	
393.981	2.08	FORREST	1	speech	regular	HS	Aber sie haben gar keine Beine Lt.Dan.	
397.341	0.44	LT. DAN	1	speech	regular	none	Ja	
397.901	0.76	LT. DAN	1	speech	regular	HS	Das weiß ich.	
399.781	1.44	LT. DAN	1	speech	regular	HS;address	Du hast mir geschrieben, du Idiot.	
401.781	1.12	LT. DAN	1	speech	exclamation	none	Man-o-man	
402.981	1.64	LT. DAN	1	speech	regular	none	Kapitän Forrest Gump	
404.581	2.0	FORREST	1	non	regular	none	heeehahahaha	
405.741	1.44	LT. DAN	1	speech	regular	HS	Das wollt ich doch mit eigenen Augen sehen.	
407.261	10.72	LT. DAN	1	non	regular	none	mmmmhäch	### hier is min. noch eine non-speech drinn###
407.021	1.6	LT. DAN	1	speech	regular	none	und, äh	
408.981	0.84	FORREST	1	non	regular	none	achhäh	
409.941	1.2	LT. DAN	1	speech	regular	HS	Ich hatte gesagt, wenn...	###rhetorische Pausen folgend lang genug?###
411.981	2.4	LT. DAN	1	speech	regular	NS	...Du wirklich jemals Shrimpkutterkapitän wirst,...	
414.621	1.48	LT. DAN	1	speech	regular	NS	...werde ich dein erster Offizier.	
416.141	2.6	LT. DAN	1	speech	regular	HS;HS;NS	Bitte hier bin ich, ich bin ein Mann, der sein Wort hällt.	
418.421	0.6	FORREST	1	non	regular	none	ache	
419.261	0.88	FORREST	1	speech	regular	none	Okay	
420.181	4.16	LT. DAN	1	speech	regular	HS;NS	Ja, aber bild dir gefälligst nicht ein, dass ich dich mit Sir anreden werde.	
424.381	0.56	FORREST	1	speech	regular	none	Nein, Sir	
425.141	1.68	ERZAEHLER	1	speech	regular	HS	Hinter ihm rammt das Schiff einen Ponton.	
429.461	1.68	ERZAEHLER	1	speech	regular	HS	Es schiebt den halben Ponton vor sich her.	
434.301	0.92	FORREST	1	speech	regular	HS	Das ist mein Boot.	
435.701	0.88	ERZAEHLER	1	speech	regular	none	Auf dem offenen Meer	
436.741	2.08	ERZAEHLER	1	speech	regular	HS	Hoch über dem Deck sitzt Dan auf einem Mast.	
437.421	43.12	RANDY NEWMAN	1	song	regular	foreign	"""Mr President (Have Pity On The Working Man)"""	
438.821	1.16	LT. DAN	1	speech	regular	HS	Ich hab das Gefühl,...	
440.781	1.36	LT. DAN	1	speech	regular	NS	...wenn wir nach Osten fahren,...	
442.861	2.2	LT. DAN	1	speech	commanding	NS;imperative	...dann finden wir Shrimps, also fahr nach links!	
445.141	1.76	ERZAEHLER	1	speech	regular	HS	Verwirrt lässt Forrest das Steuer los.	
446.941	1.24	LT. DAN	1	speech	commanding	imperative	Fahr nach links!	
448.341	0.84	FORREST	1	speech	asking	question	Wolang?	
450.021	1.88	LT. DAN	1	speech	commanding	none	Darüber! Darüber! Da!	
453.061	0.36	LT. DAN	1	speech	regular	address	Hey	
453.461	1.96	LT. DAN	1	speech	commanding	imperative	Geh ans Steuerrad und fahr nach links!	
455.421	1.12	FORREST	1	non	regular	none	ooooooooookkkkaaaaaaaayyyyyyyyyy	
456.821	0.88	ERZAEHLER	1	speech	regular	HS	Er dreht nach rechts.	
457.941	1.36	LT. DAN	1	speech	asking	address;question	Gump, was machst du denn da?	
459.781	2.2	LT. DAN	1	speech	regular	none	nein, links, links	
462.101	0.88	ERZAEHLER	1	speech	regular	HS	Forrest überlegt.	
463.301	0.84	ERZAEHLER	1	speech	regular	HS	Und fährt nach links.	
466.941	0.56	LT. DAN	1	non	regular	none	haha	
467.581	1.6	ERZAEHLER	1	speech	regular	HS	Dan trägt Stirnband und Sonnenbrille.	
469.261	1.32	LT. DAN	1	speech	regular	HS	Da finden wir unsere Shrimps.	
472.381	1.16	ERZAEHLER	1	speech	regular	HS	Forrest öffnet das Netz.	
474.501	2.72	ERZAEHLER	1	speech	regular	HS	An Deck liegen Dosen, eine Klobrille und anderer Müll.	
477.461	1.32	ERZAEHLER	1	speech	regular	HS	Dan sitzt daneben.	
478.621	2.44	ERZAEHLER	1	speech	regular	AND	Forrest hebt die Klobrille auf und betrachtet sie.	
481.381	0.36	FORREST	1	non	regular	none	huu	
483.021	0.76	FORREST	1	speech	regular	none	Wieder keine Shrimps	
483.821	0.8	FORREST	1	speech	regular	address	Lt. Dan	
484.781	1.68	LT. DAN	1	speech	regular	HS	Okay, hab ich mich eben geirrt.	
486.581	0.4	FORREST	1	non	regular	none	hach	
487.621	1.56	FORREST	1	speech	asking	question	Wie sollen wir denn nur welche finden?	
490.901	2.36	LT. DAN	1	speech	asking	question	Na, vielleicht solltest du um die Shrimps beten?	
493.021	16.2	CHOR AT CHURCH	1	song	regular	###		
495.381	3.28	ERZAEHLER	1	speech	regular	HS	In einer Kirche singt Forrest in blau-rotem Gewand im Gospelchor mit.	
498.661	2.88	FORREST (V.O.)	1	speech	regular	HS	Also bin ich jeden Sonntag in die Kirche gegangen.	
501.581	1.32	ERZAEHLER	1	speech	regular	AND	Dan sitzt hinten und trinkt	
502.941	5.6	FORREST (V.O.)	1	speech	regular	complex	Manchmal ist Lt. Dan auch mitgegangen, aber das Beten, hat er, glaub ich, mir überlassen.	
510.181	3.4	ERZAEHLER	1	speech	regular	HS	Ein Stahlhelm, ein Stiefel und ein Nummernschild fallen aufs Deck.	
514.461	1.52	ERZAEHLER	1	speech	regular	HS	Forrest inspiziert den Fang.	
516.341	2.36	ERZAEHLER	1	speech	regular	HS	Dan seilt sich auf einer Schaukel sitzend vom Mast ab.	
519.381	1.88	ERZAEHLER	1	speech	regular	HS	Forrest kippt das Wasser aus dem Stahlhelm.	
522.901	0.88	FORREST	1	speech	regular	none	Keine Shrimps	
525.301	1.56	LT. DAN	1	speech	asking	question	Wo zum Teufel ist denn dein Gott?	
527.541	2.76	FORREST (V.O.)	1	speech	regular	none;NS	Komisch, dass Lt. Dan das grade gesagt hat.	
530.821	1.16	FORREST (V.O.)	1	speech	regular;addendum	incomplete	Denn sofort danach...	
532.381	1.24	FORREST (V.O.)	1	speech	regular;addendum	HS	...hat Gott sich gezeigt.	
533.621	0.8	ERZAEHLER	1	speech	regular	HS	Es ist dunkel. 	
536.301	2.0	ERZAEHLER	1	speech	regular	HS	Heftigen Wellen krachen gegen die Bordwand.	
539.141	3.8	ERZAEHLER	1	speech	regular	AND	Forrest kommt aus dem Ruderhaus, kämpft sich zum Achterdeck und klammert sich ans Steuer.	
543.581	1.6	ERZAEHLER	1	speech	regular	HS	Der Wind peitscht Gischt übers Deck.	
546.061	1.44	ERZAEHLER	1	speech	regular	HS	Dan sitzt hoch oben im Mast.	
547.581	1.92	ERZAEHLER	1	speech	regular	HS	Mit einer Hand hält er sich an einem Seil fest.	
549.741	3.44	LT. DAN	0	speech	regular	HS	Du wirst dieses Boot nicht versenken.	
551.341	0.72	FORREST (V.O.)	1	speech	regular	incomplete	Also ich...	
552.581	1.08	FORREST (V.O.)	1	speech	regular;addendum	completion	...ich hatte Angst.	
553.581	3.4	LT. DAN	0	non	regular	none	YIHAHAHAHAHAWHOOOO	
553.941	1.76	FORREST (V.O.)	1	speech	regular	incomplete	Aber Lt. Dan,...	
556.061	1.32	FORREST (V.O.)	1	speech	regular	completion	...der war wahnsinnig.	
557.421	0.96	LT. DAN	0	speech	asking	question	Was ist denn?	
558.581	2.08	ERZAEHLER	1	speech	regular	HS	Mit nacktem Oberkörper reckt er den Arm hoch.	
560.741	1.32	ERZAEHLER	1	speech	regular	HS	Über ihm weht die US-Fahne.	
562.181	1.28	LT. DAN	0	speech	asking	none	...einen Sturm?	###mit movie machen###
564.101	4.12	LT. DAN	0	speech	commading	none;address	Blas, alter Hurenbock, blas!	
568.621	0.84	LT. DAN	0	speech	regular	HS	Es ist soweit.	
569.501	1.44	LT. DAN	0	speech	regular	HS	Jetzt kommt der Showdown.	
571.501	1.44	LT. DAN	0	speech	regular	none	Du und ich	
573.261	0.68	LT. DAN	1	speech	regular	HS	Ich bin hier.	
573.981	0.92	LT. DAN	1	speech	commanding	imperative	Komm und hol mich!	
575.461	1.64	LT. DAN	1	non	regular	none	HAHAHAHAHA	
578.661	3.56	LT. DAN	1	speech	regular	HS	Du wirst dieses Boot nie versenken.	
582.621	1.84	LT. DAN	1	non	regular	none	EEHAHAHAHA	
584.261	4.6	ANCHORMAN	1	speech	regular	HS;NS;HS	Der Hurricane Carmen, der gestern hier durchgezogen ist, hat auf seinem Weg fast alles verwüstet.	
589.141	5.32	ANCHORMAN	1	speech	regular	HS	Und so wie in vielen Städten entlang der Küste ist auch in Bayou La Batre die gesammte Shrimpindustrie ein Opfer von Carmen geworden.	
595.021	2.0	ANCHORMAN	1	broadcast	regular	HS	Zurückgeblieben ist überall nur Zerstörung.	
597.701	6.44	ANCHORMAN	1	broadcast	regular	HS;NS	Im Gespräch mit den einheimischen Amtsträgern erfuhr unser Reporter, dass wahrhaftig nur ein einziger Shrimpkutter die Katastrophe überlebt hat.	
599.941	19.64	UNKNOWN	0	song	regular	foreign	###song name###	
604.581	0.48	MRS. GUMP	1	speech	regular	address	Louise	
605.541	1.12	MRS. GUMP	1	speech	regular	address;HS	Louise, das ist Forrest.	
606.981	3.08	FORREST (V.O.)	1	speech	regular	HS	Und danach war das Shrimpfischen ganz leicht.	
610.621	2.44	ERZAEHLER	1	speech	regular	HS	Eine Shrimps-Ladung nach der anderen landet auf dem Deck.	
615.261	3.92	FORREST (V.O.)	1	speech	regular	NS	Und da die Leute ja immernoch Shrimps für Cocktails und Barbecues und sowas brauchten...	
619.421	1.8	FORREST	1	speech	regular	NS;NS2	...und wir das einzige Boot waren, was heil war...	
621.261	0.76	ERZAEHLER	1	speech	regular	none	Auf der Wartebank	
622.061	2.0	FORREST	1	speech	regular	HS	"...konnte man nur noch ""Bubba Gump"" Shrimps kaufen."	
624.101	1.36	ERZAEHLER	1	speech	regular	HS	Neben dem Dicken sitzt eine Frau.	
625.581	1.36	FORREST	1	speech	regular	HS	Wir hatten eine Menge Boote.	
627.701	1.08	FORREST	1	speech	regular;addendum	none	Zwölf Jennys	
629.341	3.92	FORREST	1	speech	regular	HS;HS	"Ein mordsgroßes Lagerhaus, wir hatten sogar Kappen, da stand ""Bubba Gump"" drauf."	
633.701	1.04	FORREST	1	speech	regular	none	Bubba Gump Shrimps	
635.701	1.08	FORREST	1	speech	regular	HS	Das ist ein Markenname.	
636.741	0.76	MAN IN SAVANNAH	1	speech	regular	none	Moment mal	
637.541	0.64	MAN IN SAVANNAH	1	speech	regular	address	mein Freund 	
638.581	4.32	MAN IN SAVANNAH	1	speech	asking	HS;NS	Soll das etwa heißen, Sie sind der Inhaber der Bubba Gump Shrimp Corporation?	###
643.341	2.44	FORREST	1	speech	regular	address	Ja, Sir	
643.981	1.64	FORREST	1	speech	regular	HS	Wir haben mehr Geld als Davy Crocket.	
645.421	2.0	MAN IN SAVANNAH	1	non	regular	none	chhhhahahaha	
647.461	3.68	MAN IN SAVANNAH	1	speech	regular	address;HS	Mann, ich hab schon ne Menge Lügengeschichten gehört, aber das übertrifft alles.	
651.381	2.44	MAN IN SAVANNAH	1	non	regular	none	ha ha ha ha hu	
652.541	0.52	ERZAEHLER	1	speech	regular	HS	Er geht.	
654.101	2.4	MAN IN SAVANNAH	1	speech	regular	HS	Wir haben neben einem Millionär gesessen.	
656.541	3.28	MAN IN SAVANNAH	1	non	regular	none	chahahaha heee ha	
659.861	0.48	ELDERLY WOMAN	1	speech	regular	none	Also	
661.021	3.52	ELDERLY WOMAN	1	speech	regular	HS;NS	Ich fand, das war eine wirklich sehr, sehr schöne Geschichte.	
664.821	2.24	ELDERLY WOMAN	1	speech	regular	HS	Und sie erzählen sie so schön.	
667.341	1.76	ELDERLY WOMAN	1	speech	regular;addendum	none	Mit so viel Begeisterung	
670.821	2.2	FORREST	1	speech	asking	question;NS	Möchten sie mal sehen, wie Lt.Dan aussieht?	
673.421	1.52	ELDERLY WOMAN	1	speech	exclamation	none	Aber ja, gern sogar	
675.421	2.2	ERZAEHLER	1	speech	regular	HS	Aus dem Koffer holt er ein 'Fortune'-Magazin. 	
677.821	2.24	ERZAEHLER	1	speech	regular	none	Auf dem Cover er mit Dan vor der Kutterflotte.	
680.261	0.4	FORREST	1	speech	regular	none	Das da	
680.861	0.76	FORREST	1	speech	regular	HS	Das ist er.	
683.181	0.4	ELDERLY WOMAN	1	non	regular	none	ahhh	
683.701	2.6	FORREST	1	speech	regular	HS	Und ich kann ihnen noch was über Lt.Dan erzählen.	
686.861	0.4	ERZAEHLER	1	speech	regular	none	An Deck	
687.501	0.56	LT. DAN	1	speech	regular	address	Forrest	
688.541	2.04	ERZAEHLER	1	speech	regular	AND	Der hört mit der Arbeit auf und blickt ihn an. 	
690.821	2.76	ERZAEHLER	1	speech	regular	HS	Dan sitzt neben der Reling mit nacktem Oberkörper im Rollstuhl.	
691.261	36.76	OST	1	song	instrumental			
